date       |time    |sku   |warehouse|warehouse_cell_id|operation    |invoice |expiration_date|operation_cost|comment                                                       
02-Nov-2022|21:10:07|NS2281|A39      |8849             |first_arrival|82234002|30-Jul-2023    |-63660.78     |                                                              
02-Nov-2022|21:10:07|CY8919|A39      |7085             |first_arrival|82234002|27-May-2023    |-63660.78     |                                                              
03-Nov-2022|16:37:37|PZ2980|A48      |3224             |first_arrival|42108196|11-Apr-2023    |-97886.23     |                                                              
03-Nov-2022|16:37:37|IW4960|A48      |3828             |first_arrival|42108196|23-Jul-2023    |-97886.23     |operation_cost = purchase_cost + delivery_cost                
03-Nov-2022|16:37:37|PJ9691|A48      |7978             |first_arrival|42108196|25-Nov-2022    |-97886.23     |operation_cost = purchase_cost + delivery_cost                
03-Nov-2022|16:37:37|TT0770|A48      |8431             |first_arrival|42108196|20-Mar-2023    |-97886.23     |arrived safely                                                
03-Nov-2022|16:37:37|CT1305|A48      |3022             |first_arrival|42108196|16-Nov-2022    |-97886.23     |                                                              
03-Nov-2022|21:08:50|HM8858|B14      |1853             |dispose      |01299150|12-May-2022    |-150.89       |it stinks                                                     
04-Nov-2022|07:05:08|ZQ3478|D5       |0994             |move         |89978855|28-May-2022    |-358.97       |                                                              
04-Nov-2022|09:46:14|CG2608|D44      |0453             |sale         |35194676|14-Dec-2022    |29107.31      |finally                                                       
04-Nov-2022|19:16:08|XL0442|B14      |1560             |first_arrival|27283865|20-May-2023    |-43674.36     |operation_cost = purchase_cost + delivery_cost                
04-Nov-2022|19:16:08|EY6037|B14      |7276             |first_arrival|27283865|12-Jul-2023    |-43674.36     |                                                              
04-Nov-2022|19:16:08|EZ2823|B14      |4613             |first_arrival|27283865|16-Apr-2023    |-43674.36     |                                                              
04-Nov-2022|19:16:08|KZ4696|B14      |3311             |first_arrival|27283865|25-Jun-2023    |-43674.36     |                                                              
04-Nov-2022|19:16:08|OM6245|B14      |4429             |first_arrival|27283865|28-Dec-2022    |-43674.36     |arrived safely                                                
04-Nov-2022|19:16:08|UU9362|B14      |1430             |first_arrival|27283865|22-Dec-2022    |-43674.36     |operation_cost = purchase_cost + delivery_cost                
04-Nov-2022|19:16:08|SR5151|B14      |7316             |first_arrival|27283865|30-Jul-2023    |-43674.36     |operation_cost = purchase_cost + delivery_cost                
04-Nov-2022|19:16:08|IC5855|B14      |0689             |first_arrival|27283865|18-Jul-2023    |-43674.36     |operation_cost = purchase_cost + delivery_cost                
04-Nov-2022|19:16:08|CW8430|B14      |2208             |first_arrival|27283865|27-Dec-2022    |-43674.36     |arrived safely                                                
04-Nov-2022|19:16:08|WG2069|B14      |2368             |first_arrival|27283865|19-Jun-2023    |-43674.36     |                                                              
04-Nov-2022|19:16:08|GQ1425|B14      |1090             |first_arrival|27283865|25-Jan-2023    |-43674.36     |operation_cost = purchase_cost + delivery_cost                
04-Nov-2022|19:16:08|ZG0071|B14      |5489             |first_arrival|27283865|01-Apr-2023    |-43674.36     |arrived safely                                                
06-Nov-2022|13:28:24|PX9364|D44      |9998             |move         |50630350|13-Jul-2023    |-478.80       |                                                              
07-Nov-2022|18:59:59|LZ9606|A39      |7489             |first_arrival|73403713|02-Feb-2023    |-39710.80     |operation_cost = purchase_cost + delivery_cost                
07-Nov-2022|18:59:59|ZH6449|A39      |9113             |first_arrival|73403713|30-Apr-2023    |-39710.80     |operation_cost = purchase_cost + delivery_cost                
09-Nov-2022|12:25:56|SR5151|C22      |9890             |move         |82200890|30-Jul-2023    |-426.65       |necessary action                                              
09-Nov-2022|23:58:12|YI7422|A25      |2640             |move         |07646358|24-Mar-2023    |-471.21       |moving YI7422 from A48:8667 to A25:2640 under 07646358 invoice
11-Nov-2022|09:55:36|YS7348|B14      |7493             |move         |88878041|27-May-2022    |-402.57       |                                                              
12-Nov-2022|21:48:44|LR4399|A48      |1041             |move         |53268510|30-May-2023    |-224.24       |                                                              
13-Nov-2022|15:20:57|IC5855|A48      |9568             |move         |02063773|18-Jul-2023    |-456.88       |necessary action                                              
14-Nov-2022|04:42:40|UP8398|B3       |4998             |move         |00808446|08-Dec-2022    |-284.50       |                                                              
15-Nov-2022|12:08:37|AO4890|A25      |0144             |move         |21147108|26-Apr-2023    |-109.45       |                                                              
16-Nov-2022|05:17:46|II5750|B3       |0207             |sale         |26338172|30-Dec-2022    |24835.19      |                                                              
16-Nov-2022|07:22:09|NQ3552|A32      |8322             |dispose      |80453755|04-Jun-2022    |22.84         |                                                              
17-Nov-2022|01:28:29|VC3199|B3       |9977             |move         |42688692|26-Feb-2023    |-251.59       |moving VC3199 from A39:4797 to B3:9977 under 42688692 invoice 
17-Nov-2022|08:06:42|ZG0071|C22      |3573             |move         |87936373|01-Apr-2023    |-146.20       |                                                              
18-Nov-2022|03:40:13|SZ6773|A48      |5398             |move         |69367521|23-Jul-2022    |-364.92       |necessary action                                              
18-Nov-2022|18:26:10|JI6214|D5       |8101             |sale         |99440480|17-Jan-2023    |13717.08      |yay                                                           
19-Nov-2022|01:50:24|JH9314|A25      |4527             |move         |86715241|20-Sep-2022    |-425.39       |necessary action                                              
19-Nov-2022|13:16:02|HR1939|A32      |7520             |move         |08519487|13-Jun-2023    |-166.15       |moving HR1939 from A39:3502 to A32:7520 under 08519487 invoice
20-Nov-2022|04:05:31|RZ4081|B3       |9590             |move         |68048781|28-Oct-2022    |-262.49       |necessary action                                              
21-Nov-2022|16:14:19|AR0676|C22      |2272             |move         |82908858|30-Jan-2023    |-493.25       |moving AR0676 from A39:6572 to C22:2272 under 82908858 invoice
21-Nov-2022|19:37:10|ZQ7189|D5       |9295             |move         |84349272|31-Mar-2023    |-299.07       |moving ZQ7189 from C22:3899 to D5:9295 under 84349272 invoice 
22-Nov-2022|07:03:51|DJ3084|A48      |9734             |dispose      |88674718|02-Apr-2022    |-286.79       |oops                                                          
22-Nov-2022|19:45:43|WS1660|C22      |8530             |move         |85483208|19-Mar-2023    |-428.97       |necessary action                                              
22-Nov-2022|23:37:11|LP3748|C22      |9331             |move         |98691422|17-Oct-2022    |-118.91       |necessary action                                              
23-Nov-2022|11:05:06|GT4693|B14      |0735             |dispose      |78167462|13-Sep-2022    |-48.42        |                                                              
23-Nov-2022|17:50:45|OY3107|B14      |1196             |move         |79905687|16-Jul-2023    |-281.63       |                                                              
24-Nov-2022|10:21:30|XV7715|A32      |3924             |move         |18698220|28-Feb-2023    |-251.20       |necessary action                                              
24-Nov-2022|11:31:11|QD5535|D44      |1560             |move         |99118178|15-Apr-2023    |-401.63       |                                                              
25-Nov-2022|17:12:18|UK1206|A25      |7632             |dispose      |50775015|28-May-2022    |95.09         |                                                              
26-Nov-2022|19:03:49|UP8398|B3       |4998             |sale         |00808446|08-Dec-2022    |2979.19       |yay                                                           
28-Nov-2022|09:39:24|LC9205|A48      |0626             |dispose      |78661729|24-May-2022    |-297.93       |:`(                                                           
28-Nov-2022|20:38:14|NF1064|B14      |8496             |move         |32818493|12-Aug-2022    |-315.64       |moving NF1064 from A39:3366 to B14:8496 under 32818493 invoice
29-Nov-2022|20:04:36|LZ9606|D44      |6454             |move         |72321749|02-Feb-2023    |-102.80       |necessary action                                              
29-Nov-2022|21:28:01|HA4196|C22      |8056             |sale         |11110003|21-Apr-2023    |8891.66       |finally                                                       
30-Nov-2022|01:59:51|XL5844|D44      |5791             |move         |25815122|06-Jun-2023    |-440.08       |moving XL5844 from A48:9116 to D44:5791 under 25815122 invoice
01-Dec-2022|11:07:05|FU8048|C22      |7552             |move         |78133589|18-Jan-2023    |-151.90       |necessary action                                              
01-Dec-2022|18:10:49|UH8756|A39      |9685             |move         |64706979|07-Dec-2022    |-412.30       |                                                              
02-Dec-2022|08:38:41|NY0202|B14      |4181             |move         |08971206|01-Jun-2023    |-246.93       |necessary action                                              
02-Dec-2022|19:29:31|ZH7194|A32      |8990             |sale         |80453755|05-Mar-2023    |22897.15      |                                                              
03-Dec-2022|01:36:10|UU9362|C22      |6554             |move         |74443621|22-Dec-2022    |-490.99       |moving UU9362 from B14:1430 to C22:6554 under 74443621 invoice
03-Dec-2022|03:03:06|LR4399|A48      |1041             |sale         |53268510|30-May-2023    |23222.56      |yay                                                           
03-Dec-2022|19:54:44|NY0202|B14      |4181             |sale         |08971206|01-Jun-2023    |17513.41      |yay                                                           
04-Dec-2022|06:35:18|PF4994|A48      |4307             |move         |64905417|07-Oct-2022    |-190.64       |necessary action                                              
04-Dec-2022|15:56:23|YR0699|A32      |0414             |move         |17157405|01-Jun-2023    |-440.20       |                                                              
04-Dec-2022|22:49:47|LT8796|B3       |7570             |move         |88592991|06-Dec-2022    |-386.13       |moving LT8796 from A32:7297 to B3:7570 under 88592991 invoice 
05-Dec-2022|11:30:31|YB6272|B14      |8504             |move         |83166371|03-Sep-2022    |-199.14       |                                                              
05-Dec-2022|17:11:41|QI8852|D44      |6958             |sale         |98208436|08-Dec-2022    |3699.96       |yay                                                           
06-Dec-2022|02:11:52|HP1498|D44      |5880             |sale         |98208436|07-Feb-2023    |1235.18       |finally                                                       
06-Dec-2022|11:47:00|BK9955|A39      |6900             |sale         |09662890|27-Jul-2023    |13966.95      |finally                                                       
07-Dec-2022|01:14:32|XL8594|A25      |4551             |move         |84954497|23-Aug-2022    |-333.69       |moving XL8594 from C22:0271 to A25:4551 under 84954497 invoice
07-Dec-2022|10:12:28|OT2185|B14      |6363             |move         |00741666|24-Mar-2023    |-365.67       |moving OT2185 from A39:7437 to B14:6363 under 00741666 invoice
07-Dec-2022|16:25:09|CK0891|A25      |2256             |dispose      |30873006|26-Mar-2022    |-440.13       |                                                              
08-Dec-2022|18:08:30|FU8048|C22      |7552             |sale         |78133589|18-Jan-2023    |12665.26      |                                                              
08-Dec-2022|21:40:42|SZ6773|A48      |5398             |dispose      |69367521|23-Jul-2022    |37.48         |resold wasted parts                                           
09-Dec-2022|14:36:23|FS3119|A32      |8927             |move         |51148962|15-Oct-2022    |-296.83       |                                                              
09-Dec-2022|18:22:54|IH8641|A25      |7101             |dispose      |08023224|18-Jul-2022    |-478.93       |:`(                                                           
09-Dec-2022|19:38:40|OT2185|B14      |6363             |sale         |00741666|24-Mar-2023    |18937.10      |finally                                                       
10-Dec-2022|23:59:16|HA9943|A39      |1963             |move         |30797769|03-May-2023    |-449.91       |                                                              
11-Dec-2022|22:56:16|YB6272|B14      |8504             |dispose      |83166371|03-Sep-2022    |-283.33       |unfortunate                                                   
11-Dec-2022|23:32:41|BA7793|D44      |9552             |move         |18366199|04-Mar-2023    |-181.15       |moving BA7793 from A39:5497 to D44:9552 under 18366199 invoice
12-Dec-2022|05:22:50|TZ2232|D5       |0891             |move         |79680079|20-Feb-2023    |-340.26       |                                                              
13-Dec-2022|16:29:41|WH1492|D44      |1268             |move         |33859499|07-Jul-2023    |-352.16       |necessary action                                              
14-Dec-2022|21:36:05|XV7715|A32      |3924             |sale         |18698220|28-Feb-2023    |9921.56       |                                                              
16-Dec-2022|18:07:21|KH2664|A39      |8633             |first_arrival|14291824|12-Jan-2023    |-27837.59     |                                                              
16-Dec-2022|18:07:21|JO8074|A39      |3175             |first_arrival|14291824|04-Aug-2023    |-27837.59     |operation_cost = purchase_cost + delivery_cost                
16-Dec-2022|18:07:21|RS9498|A39      |6051             |first_arrival|14291824|09-Feb-2023    |-27837.59     |                                                              
16-Dec-2022|18:07:21|TJ5911|A39      |8996             |first_arrival|14291824|02-Apr-2023    |-27837.59     |                                                              
16-Dec-2022|19:47:44|PB6181|C22      |3200             |move         |07805266|27-Apr-2023    |-225.32       |                                                              
18-Dec-2022|23:05:01|EG6196|B14      |3112             |move         |00045123|24-Dec-2022    |-332.34       |moving EG6196 from D5:6598 to B14:3112 under 00045123 invoice 
21-Dec-2022|05:01:13|TD3922|C22      |8089             |move         |42907955|06-Jul-2023    |-446.91       |necessary action                                              
21-Dec-2022|06:54:50|OY3107|D44      |5904             |move         |57162744|16-Jul-2023    |-118.26       |necessary action                                              
22-Dec-2022|10:05:34|PZ2980|B14      |8685             |move         |80586752|11-Apr-2023    |-456.53       |moving PZ2980 from A48:3224 to B14:8685 under 80586752 invoice
22-Dec-2022|12:22:29|PF4994|A48      |4307             |dispose      |64905417|07-Oct-2022    |95.66         |at least some compensation                                    
22-Dec-2022|14:01:07|TN6765|A39      |9216             |sale         |70420964|13-Apr-2023    |12122.46      |                                                              
23-Dec-2022|08:05:26|MD1935|C22      |5838             |move         |31136072|07-Jul-2022    |-142.94       |moving MD1935 from A48:8981 to C22:5838 under 31136072 invoice
23-Dec-2022|12:43:05|JX7920|A39      |3647             |move         |62015564|28-Oct-2022    |-281.67       |                                                              
24-Dec-2022|04:25:02|BM2651|B14      |0823             |sale         |77058183|27-May-2023    |23684.34      |                                                              
25-Dec-2022|00:57:27|EF2880|A48      |0655             |first_arrival|14586511|20-Mar-2023    |-21926.99     |operation_cost = purchase_cost + delivery_cost                
25-Dec-2022|00:57:27|UA6270|A48      |2483             |first_arrival|14586511|28-Feb-2023    |-21926.99     |operation_cost = purchase_cost + delivery_cost                
25-Dec-2022|00:57:27|TH1573|A48      |7764             |first_arrival|14586511|09-Apr-2023    |-21926.99     |operation_cost = purchase_cost + delivery_cost                
25-Dec-2022|00:57:27|CQ1240|A48      |3710             |first_arrival|14586511|10-Feb-2023    |-21926.99     |arrived safely                                                
25-Dec-2022|00:57:27|EP1311|A48      |3274             |first_arrival|14586511|23-Jun-2023    |-21926.99     |arrived safely                                                
25-Dec-2022|00:57:27|LQ4709|A48      |1468             |first_arrival|14586511|26-Feb-2023    |-21926.99     |                                                              
25-Dec-2022|00:57:27|HQ2882|A48      |0972             |first_arrival|14586511|24-Mar-2023    |-21926.99     |operation_cost = purchase_cost + delivery_cost                
25-Dec-2022|01:41:07|CB0425|A32      |9472             |move         |79135180|23-Apr-2023    |-373.91       |moving CB0425 from D44:1890 to A32:9472 under 79135180 invoice
26-Dec-2022|19:07:55|EG6196|B14      |3112             |dispose      |00045123|24-Dec-2022    |-5.87         |it stinks                                                     
29-Dec-2022|00:19:54|XL8594|A48      |9726             |move         |49749157|23-Aug-2022    |-423.63       |moving XL8594 from A25:4551 to A48:9726 under 49749157 invoice
29-Dec-2022|04:02:44|FB2500|D5       |2515             |move         |00418156|16-Jul-2023    |-360.84       |moving FB2500 from A32:1974 to D5:2515 under 00418156 invoice 
29-Dec-2022|16:57:08|PX9364|D44      |9998             |sale         |50630350|13-Jul-2023    |14553.84      |finally                                                       
30-Dec-2022|07:46:19|WS1660|D44      |1981             |move         |86466532|19-Mar-2023    |-425.14       |                                                              
30-Dec-2022|14:55:43|HR1939|D5       |5711             |move         |65746049|13-Jun-2023    |-358.37       |necessary action                                              
30-Dec-2022|20:54:34|IW4960|C22      |9266             |move         |32349565|23-Jul-2023    |-285.98       |necessary action                                              
31-Dec-2022|03:06:08|JH9314|A25      |4527             |dispose      |86715241|20-Sep-2022    |-111.69       |                                                              
31-Dec-2022|06:55:10|JO8074|A39      |3175             |sale         |14291824|04-Aug-2023    |6953.61       |                                                              
31-Dec-2022|08:55:42|CT1305|A32      |2273             |move         |40690584|16-Nov-2022    |-205.11       |moving CT1305 from A48:3022 to A32:2273 under 40690584 invoice
02-Jan-2023|15:01:27|ZQ3478|A39      |6589             |move         |94957691|28-May-2022    |-316.68       |moving ZQ3478 from D5:0994 to A39:6589 under 94957691 invoice 
03-Jan-2023|02:29:31|FZ0605|A32      |7722             |sale         |62534380|20-Mar-2023    |4265.98       |finally                                                       
03-Jan-2023|20:24:53|BE5111|C22      |6501             |move         |78610158|28-Dec-2022    |-495.81       |moving BE5111 from D5:9320 to C22:6501 under 78610158 invoice 
04-Jan-2023|05:28:28|CY8919|D44      |9316             |move         |28310078|27-May-2023    |-304.38       |                                                              
04-Jan-2023|07:05:30|RZ4081|A32      |4171             |move         |86885130|28-Oct-2022    |-212.54       |                                                              
04-Jan-2023|10:03:58|TD3922|C22      |8089             |sale         |42907955|06-Jul-2023    |17966.31      |                                                              
04-Jan-2023|13:31:20|GE3171|A25      |2421             |first_arrival|03469587|09-Apr-2023    |-23871.98     |                                                              
04-Jan-2023|13:31:20|VL2315|A25      |5579             |first_arrival|03469587|16-Jul-2023    |-23871.98     |                                                              
04-Jan-2023|13:31:20|YF8986|A25      |7378             |first_arrival|03469587|12-May-2023    |-23871.98     |operation_cost = purchase_cost + delivery_cost                
04-Jan-2023|21:54:35|HR1939|A48      |0979             |move         |34127996|13-Jun-2023    |-103.92       |necessary action                                              
05-Jan-2023|03:23:13|TY3696|D5       |9166             |move         |31175291|02-Aug-2023    |-311.87       |necessary action                                              
05-Jan-2023|05:16:05|AL8933|A48      |9025             |move         |17880947|13-Sep-2022    |-198.29       |necessary action                                              
05-Jan-2023|07:14:23|CW8430|A39      |0366             |move         |62380982|27-Dec-2022    |-155.31       |moving CW8430 from B14:2208 to A39:0366 under 62380982 invoice
06-Jan-2023|02:54:36|VL9826|A48      |6133             |move         |14846081|03-Aug-2023    |-299.47       |                                                              
06-Jan-2023|07:05:31|PP7277|D44      |5742             |dispose      |95734253|30-Oct-2022    |-363.30       |unfortunate                                                   
07-Jan-2023|19:58:41|YQ5627|A25      |2981             |move         |90453313|15-Dec-2022    |-406.81       |necessary action                                              
09-Jan-2023|14:00:29|JU0710|C22      |8980             |move         |91445434|15-Jun-2023    |-230.83       |                                                              
09-Jan-2023|17:41:45|KD2142|A39      |6476             |sale         |70420964|06-Mar-2023    |8587.21       |yay                                                           
09-Jan-2023|21:37:25|EF2880|B14      |2945             |move         |30458161|20-Mar-2023    |-431.02       |necessary action                                              
10-Jan-2023|03:30:26|TJ5911|A39      |8996             |sale         |14291824|02-Apr-2023    |3016.81       |yay                                                           
10-Jan-2023|13:32:27|OH7888|A32      |4437             |first_arrival|92972224|03-May-2023    |-161573.85    |arrived safely                                                
10-Jan-2023|13:32:27|QG2047|A32      |6620             |first_arrival|92972224|21-Jan-2023    |-161573.85    |operation_cost = purchase_cost + delivery_cost                
10-Jan-2023|13:32:27|JV6471|A32      |3794             |first_arrival|92972224|15-May-2023    |-161573.85    |arrived safely                                                
10-Jan-2023|13:32:27|WW3831|A32      |5277             |first_arrival|92972224|01-Aug-2023    |-161573.85    |arrived safely                                                
10-Jan-2023|13:32:27|DV2858|A32      |6830             |first_arrival|92972224|05-Jun-2023    |-161573.85    |operation_cost = purchase_cost + delivery_cost                
10-Jan-2023|13:32:27|OS5125|A32      |4667             |first_arrival|92972224|16-Feb-2023    |-161573.85    |operation_cost = purchase_cost + delivery_cost                
10-Jan-2023|13:32:27|MJ6542|A32      |8122             |first_arrival|92972224|24-Apr-2023    |-161573.85    |arrived safely                                                
10-Jan-2023|13:32:27|JZ2599|A32      |2676             |first_arrival|92972224|16-Jul-2023    |-161573.85    |arrived safely                                                
10-Jan-2023|13:32:27|PO5124|A32      |7361             |first_arrival|92972224|14-Mar-2023    |-161573.85    |                                                              
10-Jan-2023|13:32:27|SB9302|A32      |0274             |first_arrival|92972224|19-Feb-2023    |-161573.85    |arrived safely                                                
10-Jan-2023|13:32:27|CG0235|A32      |7051             |first_arrival|92972224|19-May-2023    |-161573.85    |operation_cost = purchase_cost + delivery_cost                
10-Jan-2023|16:18:29|HH3394|B14      |7505             |move         |52625134|30-Jun-2022    |-106.95       |                                                              
10-Jan-2023|17:41:54|CQ1240|A48      |3710             |sale         |14586511|10-Feb-2023    |3861.27       |                                                              
11-Jan-2023|12:00:12|EF2880|D44      |5341             |move         |82796995|20-Mar-2023    |-135.83       |moving EF2880 from B14:2945 to D44:5341 under 82796995 invoice
11-Jan-2023|15:33:02|BA7793|D5       |6815             |move         |50633469|04-Mar-2023    |-308.93       |                                                              
12-Jan-2023|01:05:37|ZI5833|D5       |8673             |move         |09169919|28-Apr-2023    |-468.63       |necessary action                                              
13-Jan-2023|15:20:09|QZ2728|A25      |1652             |sale         |24058716|24-May-2023    |11513.18      |                                                              
13-Jan-2023|16:56:26|CB0425|C22      |9134             |move         |89412586|23-Apr-2023    |-241.45       |moving CB0425 from A32:9472 to C22:9134 under 89412586 invoice
13-Jan-2023|20:26:49|JV6471|D44      |7107             |move         |64685250|15-May-2023    |-432.81       |moving JV6471 from A32:3794 to D44:7107 under 64685250 invoice
14-Jan-2023|02:07:24|MD1935|C22      |5838             |dispose      |31136072|07-Jul-2022    |-159.81       |:`(                                                           
14-Jan-2023|09:38:11|RS9498|A39      |6051             |sale         |14291824|09-Feb-2023    |28045.37      |                                                              
14-Jan-2023|18:10:50|PP1627|D44      |0119             |move         |19916366|21-Aug-2022    |-411.77       |                                                              
14-Jan-2023|19:40:06|LQ4709|D5       |5873             |move         |69584345|26-Feb-2023    |-414.74       |                                                              
14-Jan-2023|23:44:20|HX4584|A25      |1996             |move         |90130331|05-Aug-2023    |-358.54       |moving HX4584 from D44:2517 to A25:1996 under 90130331 invoice
15-Jan-2023|11:53:45|HH3394|B14      |7505             |dispose      |52625134|30-Jun-2022    |37.35         |                                                              
15-Jan-2023|13:37:08|ZI5833|D5       |8673             |sale         |09169919|28-Apr-2023    |17523.48      |yay                                                           
15-Jan-2023|14:34:32|TT0770|A48      |8431             |sale         |42108196|20-Mar-2023    |27173.75      |yay                                                           
15-Jan-2023|17:39:05|PO5124|B14      |2742             |move         |36819496|14-Mar-2023    |-191.20       |necessary action                                              
15-Jan-2023|18:26:01|NS2281|D44      |2939             |move         |37314685|30-Jul-2023    |-277.37       |moving NS2281 from A39:8849 to D44:2939 under 37314685 invoice
15-Jan-2023|19:53:03|PP1627|D44      |0119             |dispose      |19916366|21-Aug-2022    |-89.29        |it stinks                                                     
15-Jan-2023|23:52:14|OM6245|A48      |4383             |move         |50844552|28-Dec-2022    |-290.63       |                                                              
16-Jan-2023|10:39:48|OS5125|D5       |7783             |move         |58985110|16-Feb-2023    |-180.97       |                                                              
17-Jan-2023|01:52:41|CY8919|A39      |7314             |move         |60585883|27-May-2023    |-169.86       |                                                              
17-Jan-2023|02:27:39|CG0235|A32      |7051             |sale         |92972224|19-May-2023    |28602.80      |                                                              
17-Jan-2023|06:19:51|XL8594|A48      |9726             |dispose      |49749157|23-Aug-2022    |-243.64       |                                                              
17-Jan-2023|17:30:55|IS7443|D5       |9989             |sale         |47058703|26-Jun-2023    |23672.54      |                                                              
17-Jan-2023|18:08:29|HC2055|A32      |6274             |first_arrival|26846071|05-Jul-2023    |-142575.86    |arrived safely                                                
17-Jan-2023|18:08:29|GN4443|A32      |2177             |first_arrival|26846071|27-Apr-2023    |-142575.86    |arrived safely                                                
17-Jan-2023|18:08:29|LV3989|A32      |2933             |first_arrival|26846071|21-May-2023    |-142575.86    |                                                              
17-Jan-2023|18:08:29|BY2515|A32      |2732             |first_arrival|26846071|28-Mar-2023    |-142575.86    |arrived safely                                                
17-Jan-2023|18:08:29|NQ5033|A32      |0894             |first_arrival|26846071|14-Jun-2023    |-142575.86    |                                                              
17-Jan-2023|18:08:29|BT5883|A32      |5912             |first_arrival|26846071|23-Jun-2023    |-142575.86    |arrived safely                                                
17-Jan-2023|18:08:29|MC3345|A32      |9733             |first_arrival|26846071|21-Feb-2023    |-142575.86    |                                                              
17-Jan-2023|18:08:29|WF0465|A32      |9248             |first_arrival|26846071|12-Feb-2023    |-142575.86    |arrived safely                                                
17-Jan-2023|18:08:29|LK7373|A32      |5313             |first_arrival|26846071|26-Mar-2023    |-142575.86    |operation_cost = purchase_cost + delivery_cost                
18-Jan-2023|00:45:01|WB2355|B3       |1490             |move         |27578634|27-Nov-2022    |-145.98       |moving WB2355 from A32:5315 to B3:1490 under 27578634 invoice 
18-Jan-2023|05:12:37|NS2281|D44      |2939             |sale         |37314685|30-Jul-2023    |17015.25      |finally                                                       
18-Jan-2023|05:50:11|GE3171|A32      |0827             |move         |17518602|09-Apr-2023    |-406.77       |                                                              
19-Jan-2023|00:30:05|YS7348|C22      |8861             |move         |68042386|27-May-2022    |-247.29       |necessary action                                              
19-Jan-2023|09:51:17|XL5844|A39      |1694             |move         |04751009|06-Jun-2023    |-263.35       |necessary action                                              
19-Jan-2023|10:23:48|QG2047|D5       |2756             |move         |40653796|21-Jan-2023    |-482.13       |                                                              
19-Jan-2023|19:52:43|WF0465|D44      |6040             |move         |59566480|12-Feb-2023    |-195.83       |moving WF0465 from A32:9248 to D44:6040 under 59566480 invoice
20-Jan-2023|10:02:30|LT8796|A25      |3196             |move         |47558411|06-Dec-2022    |-222.76       |moving LT8796 from B3:7570 to A25:3196 under 47558411 invoice 
20-Jan-2023|11:13:15|QO2360|D5       |4216             |first_arrival|59296779|01-Aug-2023    |-17423.58     |                                                              
20-Jan-2023|11:13:15|DF3451|D5       |0223             |first_arrival|59296779|02-Apr-2023    |-17423.58     |operation_cost = purchase_cost + delivery_cost                
20-Jan-2023|11:13:15|JE0224|D5       |3709             |first_arrival|59296779|03-May-2023    |-17423.58     |                                                              
20-Jan-2023|18:57:08|LP3748|B14      |9443             |move         |90424940|17-Oct-2022    |-183.00       |necessary action                                              
20-Jan-2023|22:05:48|HQ2882|A48      |0972             |sale         |14586511|24-Mar-2023    |26436.55      |                                                              
21-Jan-2023|00:20:43|RZ4081|D5       |4915             |move         |32254811|28-Oct-2022    |-215.76       |                                                              
21-Jan-2023|09:49:28|EY6037|A32      |1071             |move         |37046830|12-Jul-2023    |-458.17       |                                                              
21-Jan-2023|09:51:19|IC5855|D44      |4775             |move         |85168518|18-Jul-2023    |-180.14       |moving IC5855 from A48:9568 to D44:4775 under 85168518 invoice
21-Jan-2023|10:01:11|FS3119|A32      |8927             |dispose      |51148962|15-Oct-2022    |59.70         |at least some compensation                                    
21-Jan-2023|12:24:58|YR0699|A32      |0414             |sale         |17157405|01-Jun-2023    |19957.84      |finally                                                       
21-Jan-2023|15:34:56|ZQ3478|A39      |6589             |dispose      |94957691|28-May-2022    |74.74         |resold wasted parts                                           
22-Jan-2023|09:57:13|ZC7147|D5       |0869             |move         |09560087|14-Jun-2022    |-260.42       |                                                              
22-Jan-2023|15:07:49|LK7373|D5       |6702             |move         |04647034|26-Mar-2023    |-386.63       |necessary action                                              
22-Jan-2023|21:21:42|LP3748|A39      |0491             |move         |61948889|17-Oct-2022    |-288.02       |necessary action                                              
23-Jan-2023|03:54:01|NF1064|B14      |8496             |dispose      |32818493|12-Aug-2022    |-450.22       |it stinks                                                     
23-Jan-2023|04:51:04|DF3451|A32      |1778             |move         |18545655|02-Apr-2023    |-315.79       |necessary action                                              
23-Jan-2023|12:34:49|CT1305|A32      |2273             |dispose      |40690584|16-Nov-2022    |4.20          |                                                              
24-Jan-2023|02:23:41|PZ2980|B14      |8685             |sale         |80586752|11-Apr-2023    |12183.14      |finally                                                       
24-Jan-2023|13:21:23|VL9826|A48      |6133             |sale         |14846081|03-Aug-2023    |20209.56      |                                                              
24-Jan-2023|23:46:21|WS1660|B14      |3166             |move         |90563180|19-Mar-2023    |-128.14       |moving WS1660 from D44:1981 to B14:3166 under 90563180 invoice
25-Jan-2023|00:10:25|MB7199|A25      |4123             |move         |08636681|11-Jul-2023    |-410.16       |moving MB7199 from B14:8196 to A25:4123 under 08636681 invoice
25-Jan-2023|08:33:15|JG8298|D5       |8872             |sale         |73073190|17-Jun-2023    |18009.94      |                                                              
25-Jan-2023|18:36:22|KH2664|A39      |8633             |dispose      |14291824|12-Jan-2023    |25.34         |resold wasted parts                                           
25-Jan-2023|22:01:28|LZ9606|D44      |6454             |sale         |72321749|02-Feb-2023    |13922.81      |finally                                                       
26-Jan-2023|03:18:43|QD5535|C22      |2233             |move         |17991423|15-Apr-2023    |-306.10       |necessary action                                              
26-Jan-2023|03:23:53|EF2880|D44      |5341             |sale         |82796995|20-Mar-2023    |19531.22      |                                                              
26-Jan-2023|07:42:28|ZU5500|D5       |7062             |sale         |47058703|03-Aug-2023    |8170.04       |                                                              
